signalUtc,entryUtc,symbol,symbolGroup,pLongLogit,pLongHgb,predSpreadR,pTradableHgb,directionalScore,chosenDirection,strength,selected,targetSpreadR,tradableOpportunity,chosenNetR,chosenStressNetR,oppositeNetR,pairMeanR,chosenDeltaVsPairMeanR,directionCorrect,chosenGood,longGood,shortGood,longNetR,shortNetR
2026-01-01T18:00:00+00:00,2026-01-01T19:00:00+00:00,BTCUSDT,LARGE,0.41874328074381967,0.37472625852054486,-0.5585831085258987,0.8083642092921676,-0.27036727820445716,SHORT,0.24446125463433935,True,2.4997499999999593,1,-1.3482107356231898,-1.5571371769971138,1.1515392643767695,-0.09833573562321019,-1.2498749999999796,0,0,1,0,1.1515392643767695,-1.3482107356231898
2026-01-01T19:00:00+00:00,2026-01-01T20:00:00+00:00,BTCUSDT,LARGE,0.41138957666046794,0.3858353568485473,-0.490079865676042,0.8295080802646562,-0.2538839846645017,SHORT,0.23224140069674695,True,2.4997500000000112,1,-1.3379742634448566,-1.5407588215117745,1.1617757365551544,-0.08809926344485108,-1.2498750000000056,0,0,1,0,1.1617757365551544,-1.3379742634448566
2026-01-01T20:00:00+00:00,2026-01-01T21:00:00+00:00,BTCUSDT,LARGE,0.49864493665859316,0.49466905283183027,0.1558411920243084,0.8047166498304705,0.03252909253648062,LONG,0.02935289745223133,False,2.49974999999999,1,1.152817148734446,0.9445074379751035,-1.346932851265544,-0.097057851265549,1.249874999999995,1,1,1,0,1.152817148734446,-1.346932851265544
2026-01-01T21:00:00+00:00,2026-01-01T22:00:00+00:00,BTCUSDT,LARGE,0.5031227900382106,0.45187785720662427,-0.007249926727911787,0.8093642377359224,-0.033239509832968514,SHORT,0.030071190185822386,False,2.49975000000003,1,-1.3540191479545578,-1.566430636727285,1.1457308520454723,-0.10414414795454274,-1.249875000000015,0,0,1,0,1.1457308520454723,-1.3540191479545578
2026-01-01T22:00:00+00:00,2026-01-01T23:00:00+00:00,BTCUSDT,LARGE,0.41853761792234645,0.40690231733729204,-0.38593647748136384,0.8187454981526499,-0.21198167147135016,SHORT,0.19277035533969605,False,-0.018500600083289243,0,-1.3482282468489581,-1.5571651949583312,-1.3667288469322474,-1.3574785468906028,0.009250300041644621,1,0,0,0,-1.3667288469322474,-1.3482282468489581
2026-01-01T23:00:00+00:00,2026-01-02T00:00:00+00:00,BTCUSDT,LARGE,0.45524520529605855,0.38756521624253176,-0.27571329784063053,0.8136737672101124,-0.17515126920888938,SHORT,0.15883363112885948,False,-2.537306918286876,1,1.1888851077980422,0.9910990969907999,-1.3484218104888335,-0.07976835134539562,1.268653459143438,1,1,0,1,-1.3484218104888335,1.1888851077980422
2026-01-02T00:00:00+00:00,2026-01-02T01:00:00+00:00,BTCUSDT,LARGE,0.4292928983642267,0.4325848217152739,-0.19542308516343884,0.8068917455331163,-0.1432087175820372,SHORT,0.12938132484368314,False,-2.500249999999971,1,1.1735116027782286,0.9776185644451761,-1.3267383972217426,-0.07661339722175697,1.2501249999999855,1,1,0,1,-1.3267383972217426,1.1735116027782286
2026-01-02T01:00:00+00:00,2026-01-02T02:00:00+00:00,BTCUSDT,LARGE,0.4190824224628308,0.42679396907020173,-0.23484486431013746,0.805705969959161,-0.1635953723626506,SHORT,0.14770257026646505,True,2.4997500000000024,1,-1.3192645817922073,-1.510823330867531,1.180485418207795,-0.06938958179220611,-1.2498750000000012,0,0,1,0,1.180485418207795,-1.3192645817922073
2026-01-02T02:00:00+00:00,2026-01-02T03:00:00+00:00,BTCUSDT,LARGE,0.49746299209901257,0.5224089821662486,0.18179799686111583,0.8002274798927741,0.05723684596324173,LONG,0.05151967148270878,False,2.499749999999965,1,1.1826865111929301,0.9922984179087009,-1.3170634888070347,-0.0671884888070523,1.2498749999999825,1,1,1,0,1.1826865111929301,-1.3170634888070347
2026-01-02T03:00:00+00:00,2026-01-02T04:00:00+00:00,BTCUSDT,LARGE,0.46732055234776265,0.41069539936474925,-0.36768458522844455,0.8106541673846968,-0.17117318651177835,SHORT,0.1549677217510347,False,-0.011497906359577925,0,-1.2842312085865681,-1.4622686775542548,-1.295729114946146,-1.289980161766357,0.005748953179788963,1,0,0,0,-1.295729114946146,-1.2842312085865681
2026-01-02T04:00:00+00:00,2026-01-02T05:00:00+00:00,BTCUSDT,LARGE,0.5000328743394588,0.4178912572559754,-0.0037153721396012062,0.8023829871280398,-0.05834479457081727,SHORT,0.052579832560960736,False,2.4997500000000037,1,-1.2905785819176119,-1.464925731068178,1.2091714180823918,-0.04070358191761003,-1.2498750000000018,0,0,1,0,1.2091714180823918,-1.2905785819176119
2026-01-02T05:00:00+00:00,2026-01-02T06:00:00+00:00,BTCUSDT,LARGE,0.5039001170109229,0.41452620558437814,-0.0869992134639574,0.8142632312054029,-0.07794773617369662,SHORT,0.07070885584781854,False,2.4872324370025236,1,-1.2971950224582836,-1.475512035933245,1.19003741454424,-0.05357880395702175,-1.2436162185012618,0,0,1,0,1.19003741454424,-1.2971950224582836
2026-01-02T06:00:00+00:00,2026-01-02T07:00:00+00:00,BTCUSDT,LARGE,0.46692633005197914,0.3609739309913765,-0.3269140930354522,0.8196745271877608,-0.19718798528372106,SHORT,0.17940897694413113,True,2.4750900098323623,1,-1.2804192365780078,-1.4560687755751147,1.1946707732543542,-0.0428742316618268,-1.2375450049161811,0,0,1,0,1.1946707732543542,-1.2804192365780078
2026-01-02T07:00:00+00:00,2026-01-02T08:00:00+00:00,BTCUSDT,LARGE,0.44677711254261254,0.4268838963375594,-0.23409335600688336,0.8087255219633523,-0.143971978237867,SHORT,0.13020289574319122,False,2.487194567570903,1,-1.2980926150538443,-1.4769481840861391,1.1891019525170587,-0.05449533126839279,-1.2435972837854514,0,0,1,0,1.1891019525170587,-1.2980926150538443
2026-01-02T08:00:00+00:00,2026-01-02T09:00:00+00:00,BTCUSDT,LARGE,0.46975181617319195,0.4585649793194314,-0.2711932794987636,0.825037265458334,-0.11426230706215888,SHORT,0.10426648421284147,False,2.499749999999973,1,-1.2934140275604438,-1.4694624440967223,1.2063359724395295,-0.04353902756045713,-1.2498749999999865,0,0,1,0,1.2063359724395295,-1.2934140275604438
2026-01-02T09:00:00+00:00,2026-01-02T10:00:00+00:00,BTCUSDT,LARGE,0.46960779323440827,0.48726459864042815,-0.07936073100190724,0.8178263865848063,-0.04921035134041743,SHORT,0.0447279375798599,False,2.4997499999999855,1,-1.2880831151543584,-1.4609329842469825,1.2116668848456271,-0.03820811515436562,-1.2498749999999927,0,0,1,0,1.2116668848456271,-1.2880831151543584
2026-01-02T10:00:00+00:00,2026-01-02T11:00:00+00:00,BTCUSDT,LARGE,0.47202026765531346,0.45147580346639216,-0.3415417551899284,0.805488078809427,-0.13354203564134431,SHORT,0.12055427668519539,False,0.0009999999999998899,0,-1.276660582726799,-1.4426569323628846,-1.275660582726799,-1.276160582726799,-0.0004999999999999449,0,0,0,0,-1.275660582726799,-1.276660582726799
2026-01-02T11:00:00+00:00,2026-01-02T12:00:00+00:00,BTCUSDT,LARGE,0.4430908789612066,0.44728124032239813,-0.38963685426684547,0.8131566009238804,-0.16733696007210247,SHORT,0.1517040568666342,False,0.001000000000000112,0,-1.2758103594214492,-1.4412965750743245,-1.274810359421449,-1.2753103594214492,-0.0004999999999999449,0,0,0,0,-1.274810359421449,-1.2758103594214492
2026-01-02T12:00:00+00:00,2026-01-02T13:00:00+00:00,BTCUSDT,LARGE,0.4838838686692381,0.5161873353344884,0.0570165031912339,0.8116313259691156,0.013724321339937843,LONG,0.01243170523354891,False,0.0009999999999998899,0,-1.2815662231488423,-1.4505059570381473,-1.2825662231488422,-1.2820662231488422,0.0004999999999999449,1,0,0,0,-1.2815662231488423,-1.2825662231488422
2026-01-02T13:00:00+00:00,2026-01-02T14:00:00+00:00,BTCUSDT,LARGE,0.465074833699779,0.45813190235245355,-0.12827541210912993,0.8186267923585958,-0.08443376819137885,SHORT,0.07677675650631827,False,0.0009999999999998899,0,-1.2762038102702942,-1.4419260964324665,-1.2752038102702943,-1.2757038102702942,-0.0004999999999999449,0,0,0,0,-1.2752038102702943,-1.2762038102702942
2026-01-02T14:00:00+00:00,2026-01-02T15:00:00+00:00,BTCUSDT,LARGE,0.38116284369507203,0.4505440518934013,-0.2067370858421545,0.8292533872297798,-0.1669745668074193,SHORT,0.15271939595684844,False,-2.5002500000000074,1,1.2895976872477584,1.1633562995964148,-1.2106523127522493,0.039472687247754545,1.2501250000000037,1,1,0,1,-1.2106523127522493,1.2895976872477584
2026-01-02T15:00:00+00:00,2026-01-02T16:00:00+00:00,BTCUSDT,LARGE,0.449504901636878,0.47343082034125833,-0.07694608655859175,0.8148770741156066,-0.0723887652642547,SHORT,0.06568835525081601,False,2.4997499999999997,1,-1.1899072591303537,-1.3038516146085621,1.3098427408696462,0.05996774086964629,-1.2498749999999998,0,0,1,0,1.3098427408696462,-1.1899072591303537
2026-01-02T16:00:00+00:00,2026-01-02T17:00:00+00:00,BTCUSDT,LARGE,0.602712360633724,0.5973036121908752,0.4730994078496158,0.8192329075987119,0.24842706941175557,LONG,0.22597334990608756,False,0.001000000000000112,0,-1.1601909058927065,-1.2563054494283374,-1.1611909058927066,-1.1606909058927064,0.0004999999999999449,1,0,0,0,-1.1601909058927065,-1.1611909058927066
2026-01-02T17:00:00+00:00,2026-01-02T18:00:00+00:00,BTCUSDT,LARGE,0.5334328623978534,0.4775489918363054,-0.08930408638813059,0.8236893250641472,-0.013709291416299698,SHORT,0.01250074420504965,False,-2.505091785236766,1,1.3499073724788753,1.2569467248241368,-1.1551844127578907,0.09736147986049226,1.252545892618383,1,1,0,1,-1.1551844127578907,1.3499073724788753
2026-01-02T18:00:00+00:00,2026-01-02T19:00:00+00:00,BTCUSDT,LARGE,0.4127725608848593,0.419642519791706,-0.4306062808785899,0.8173379159068754,-0.21675210550389684,SHORT,0.19695590984243955,True,1.59033435941113,1,-1.1475446509004836,-1.2360714414407725,0.4427897085106466,-0.3523774711949185,-0.795167179705565,0,0,0,0,0.4427897085106466,-1.1475446509004836
2026-01-02T19:00:00+00:00,2026-01-02T20:00:00+00:00,BTCUSDT,LARGE,0.47739395162502185,0.5433180550098151,0.2697393250086485,0.8119915164669502,0.07824935966439,LONG,0.07089358794042293,False,-0.644507244494012,0,-1.1531070884708685,-1.2421914867663972,-0.5085998439768565,-0.8308534662238625,-0.32225362224700604,0,0,0,0,-1.1531070884708685,-0.5085998439768565
2026-01-02T20:00:00+00:00,2026-01-02T21:00:00+00:00,BTCUSDT,LARGE,0.48316263851034114,0.4527618760328029,-0.18163518990821667,0.8232845597020773,-0.08814104439150165,SHORT,0.08035310265752017,False,2.051194124766953,1,-1.151895680890402,-1.2430330894246417,0.899298443876551,-0.12629861850692548,-1.0255970623834765,0,0,0,0,0.899298443876551,-1.151895680890402
2026-01-02T21:00:00+00:00,2026-01-02T22:00:00+00:00,BTCUSDT,LARGE,0.5603303259832445,0.5362509343664799,0.3578965646922475,0.784100090508354,0.15122939259502405,LONG,0.13490418650815292,False,-0.02094720499231495,0,-1.1587187649868076,-1.2510686136844023,-1.1377715599944926,-1.14824516249065,-0.010473602496157586,0,0,0,0,-1.1587187649868076,-1.1377715599944926
2026-01-02T22:00:00+00:00,2026-01-02T23:00:00+00:00,BTCUSDT,LARGE,0.4667791442935837,0.47199341834552627,-0.07505599598247532,0.8113017121316889,-0.06085102794655059,SHORT,0.05510978555228017,False,-2.510097948897702,1,1.3473468217526487,1.2528005301349334,-1.1627511271450535,0.09229784730379764,1.255048974448851,1,1,0,1,-1.1627511271450535,1.3473468217526487
2026-01-02T23:00:00+00:00,2026-01-03T00:00:00+00:00,BTCUSDT,LARGE,0.531656309912717,0.5054837356022182,0.29735926245525185,0.8028829320355853,0.09604783079571774,LONG,0.08658149740032069,False,-0.022212277422757776,0,-1.1678963923915229,-1.2655867283772744,-1.145684114968765,-1.156790253680144,-0.011106138711378888,0,0,0,0,-1.1678963923915229,-1.145684114968765
2026-01-03T00:00:00+00:00,2026-01-03T01:00:00+00:00,BTCUSDT,LARGE,0.46829715602545613,0.46543886818095676,-0.019956129373713993,0.8092329714298537,-0.051173847236186225,SHORT,0.0462927058473113,False,-2.500249999999988,1,1.3301584575309302,1.2282535320494925,-1.1700915424690579,0.08003345753093616,1.250124999999994,1,1,0,1,-1.1700915424690579,1.3301584575309302
2026-01-03T01:00:00+00:00,2026-01-03T02:00:00+00:00,BTCUSDT,LARGE,0.4198277747334993,0.440222667452429,-0.07099551302686335,0.7984941879761189,-0.11498531563722622,SHORT,0.10340021093807546,False,-2.5002499999999874,1,1.322807811449493,1.21649249831919,-1.1774421885504944,0.07268281144949928,1.2501249999999937,1,1,0,1,-1.1774421885504944,1.322807811449493
2026-01-03T02:00:00+00:00,2026-01-03T03:00:00+00:00,BTCUSDT,LARGE,0.4380017248645667,0.4408585700447344,-0.03170304061452159,0.7954640543331201,-0.09240489228460536,SHORT,0.08295483127076639,False,-2.500249999999993,1,1.3168250155602643,1.2069200248964185,-1.1834249844397289,0.06670001556026772,1.2501249999999966,1,1,0,1,-1.1834249844397289,1.3168250155602643
2026-01-03T03:00:00+00:00,2026-01-03T04:00:00+00:00,BTCUSDT,LARGE,0.5269244424786401,0.47045572159173843,0.2469876017709234,0.769631734152733,0.05668357101009792,LONG,0.050154523032284584,False,-2.5002499999999808,1,-1.1916124242122363,-1.3065798787395828,1.3086375757877446,0.05851257578775415,-1.2501249999999904,0,0,0,1,-1.1916124242122363,1.3086375757877446
2026-01-03T04:00:00+00:00,2026-01-03T05:00:00+00:00,BTCUSDT,LARGE,0.5185586239384031,0.4273850369904733,0.1876141172887465,0.7680788071804524,0.006852853416075902,LONG,0.006058192446838984,False,-2.500250000000016,1,-1.191387580265959,-1.3062201284255306,1.3088624197340568,0.05873741973404889,-1.250125000000008,0,0,0,1,-1.191387580265959,1.3088624197340568
2026-01-03T05:00:00+00:00,2026-01-03T06:00:00+00:00,BTCUSDT,LARGE,0.43300912174872674,0.37015440341745837,-0.18595445056460463,0.7863346435239347,-0.1820882663636576,SHORT,0.1626352891923078,True,-2.5002500000000265,1,1.3038223783652538,1.1861158053843965,-1.1964276216347727,0.05369737836524058,1.2501250000000133,1,1,0,1,-1.1964276216347727,1.3038223783652538
2026-01-03T06:00:00+00:00,2026-01-03T07:00:00+00:00,BTCUSDT,LARGE,0.483700652613748,0.4467362749626268,0.11925175427523782,0.7785601451943428,-0.02016024362221406,SHORT,0.017928102911939182,False,-0.015137199961282155,0,-1.1862544547526053,-1.3076894475809457,-1.2013916547138874,-1.1938230547332465,0.0075685999806411886,1,0,0,0,-1.2013916547138874,-1.1862544547526053
2026-01-03T07:00:00+00:00,2026-01-03T08:00:00+00:00,BTCUSDT,LARGE,0.47891981694976504,0.4562431684976391,0.06923126889100845,0.7813574990685885,-0.028787374185716898,SHORT,0.02564030244211015,False,2.486237832070262,1,-1.1952559517111148,-1.3124095227377923,1.2909818803591473,0.047862964324016266,-1.243118916035131,0,0,1,0,1.2909818803591473,-1.1952559517111148
2026-01-03T08:00:00+00:00,2026-01-03T09:00:00+00:00,BTCUSDT,LARGE,0.4955124866577274,0.47781488246421366,0.04653439965425788,0.7768829808653446,-0.007507742157249706,SHORT,0.006670189631971135,False,2.4861335253942807,1,-1.1967593630113091,-1.3148149808180971,1.2893741623829713,0.046307399685831085,-1.2430667626971403,0,0,1,0,1.2893741623829713,-1.1967593630113091
2026-01-03T09:00:00+00:00,2026-01-03T10:00:00+00:00,BTCUSDT,LARGE,0.45630958925320175,0.42563535702956656,-0.3110319423630885,0.7802527872080744,-0.1557828421461653,SHORT,0.13866641946495314,False,2.4720656175092457,1,-1.1861705104752327,-1.3061781315076062,1.285895107034013,0.04986229827939015,-1.2360328087546228,0,0,1,0,1.285895107034013,-1.1861705104752327
2026-01-03T10:00:00+00:00,2026-01-03T11:00:00+00:00,BTCUSDT,LARGE,0.5379152850209602,0.5173792973895602,0.160986127570408,0.7924701606685807,0.0771306693621309,LONG,0.06912721165200697,False,2.485267717490582,1,1.2760291399550872,1.1503359934337969,-1.209238577535495,0.03339528120979607,1.242633858745291,1,1,1,0,1.2760291399550872,-1.209238577535495
2026-01-03T11:00:00+00:00,2026-01-03T12:00:00+00:00,BTCUSDT,LARGE,0.4882025818748009,0.4837243111768298,0.049308584712474984,0.7889635659220026,-0.00782324886581747,SHORT,0.00699775359404404,False,2.4845038173733114,1,-1.2202489568561892,-1.3523983309699084,1.2642548605171222,0.02200295183046652,-1.2422519086866557,0,0,1,0,1.2642548605171222,-1.2202489568561892
2026-01-03T12:00:00+00:00,2026-01-03T13:00:00+00:00,BTCUSDT,LARGE,0.48212657667626685,0.46305492858206393,-0.15613473109862944,0.7978284603897432,-0.07565160979729632,SHORT,0.06800430858393942,False,2.4691270654425184,1,-1.2058784617891032,-1.338592419229808,1.263248603653415,0.028685070932155887,-1.2345635327212592,0,0,1,0,1.263248603653415,-1.2058784617891032
2026-01-03T13:00:00+00:00,2026-01-03T14:00:00+00:00,BTCUSDT,LARGE,0.480602086319753,0.42445017286666187,-0.33600125192916597,0.7799734923404954,-0.14521606242475057,SHORT,0.12924037088905935,True,2.467655281641435,1,-1.2157492562613958,-1.3548272255258063,1.2519060253800391,0.018078384559321647,-1.2338276408207176,0,0,1,0,1.2519060253800391,-1.2157492562613958
2026-01-03T14:00:00+00:00,2026-01-03T15:00:00+00:00,BTCUSDT,LARGE,0.480146742528477,0.39470001944409794,-0.3460546852083939,0.7846475448524552,-0.1686016832714814,SHORT,0.15044729005422028,False,2.4669828863478576,1,-1.2202588015780458,-1.3622442166205213,1.2467240847698118,0.013232641595882999,-1.2334914431739288,0,0,1,0,1.2467240847698118,-1.2202588015780458
2026-01-03T15:00:00+00:00,2026-01-03T16:00:00+00:00,BTCUSDT,LARGE,0.5077618585973925,0.4933737344518528,0.09151721128366229,0.7828275256286933,0.02271988535022436,LONG,0.020252818490754044,False,2.4997500000000104,1,1.2538924084532665,1.1062278535252277,-1.2458575915467436,0.004017408453261484,1.2498750000000052,1,1,1,0,1.2538924084532665,-1.2458575915467436
2026-01-03T16:00:00+00:00,2026-01-03T17:00:00+00:00,BTCUSDT,LARGE,0.49956064420377844,0.5199191638690603,0.2920910705289927,0.7662646854810425,0.08248906372617011,LONG,0.07284876009896477,False,2.499749999999998,1,1.2514022173035908,1.102243547685741,-1.2483477826964073,0.0015272173035917325,1.249874999999999,1,1,1,0,1.2514022173035908,-1.2483477826964073
2026-01-03T17:00:00+00:00,2026-01-03T18:00:00+00:00,BTCUSDT,LARGE,0.4503076628117175,0.4565619488036192,-0.016086148427492244,0.7810371378059157,-0.06905173438501341,SHORT,0.06149185168480931,False,2.499749999999998,1,-1.2614222577203082,-1.4182756123525038,1.23832774227969,-0.011547257720309179,-1.249874999999999,0,0,1,0,1.23832774227969,-1.2614222577203082
2026-01-03T18:00:00+00:00,2026-01-03T19:00:00+00:00,BTCUSDT,LARGE,0.47915682121211917,0.45115591783286324,-0.047088750224603806,0.7641977830054917,-0.06007703984757253,SHORT,0.052993890254310026,False,2.499750000000022,1,-1.271691189732291,-1.434705903571655,1.2280588102677308,-0.021816189732280056,-1.249875000000011,0,0,1,0,1.2280588102677308,-1.271691189732291
2026-01-03T19:00:00+00:00,2026-01-03T20:00:00+00:00,BTCUSDT,LARGE,0.40893138462662126,0.4529338557798715,0.06764202278127075,0.7577083172372108,-0.08047607371178431,SHORT,0.07072673205089906,False,2.49974999999999,1,-1.2859783123460875,-1.4575652997537536,1.2137716876539024,-0.03610331234609254,-1.249874999999995,0,0,1,0,1.2137716876539024,-1.2859783123460875
2026-01-03T20:00:00+00:00,2026-01-03T21:00:00+00:00,BTCUSDT,LARGE,0.40528344809202244,0.42865492280176243,-0.13581676815990476,0.7779648624414329,-0.14871149608980094,SHORT,0.1322019073443813,False,2.4729043064092187,1,-1.2834436508305869,-1.4535098413289282,1.1894606555786318,-0.04699149762597754,-1.2364521532046093,0,0,1,0,1.1894606555786318,-1.2834436508305869
2026-01-03T21:00:00+00:00,2026-01-03T22:00:00+00:00,BTCUSDT,LARGE,0.4578064352915726,0.4564784979131491,0.02207131823226753,0.796904277353055,-0.05470398080908228,SHORT,0.04914890855203969,False,2.4470201245041263,1,-1.252011724856809,-1.4190377224196677,1.1950083996473175,-0.028501662604745737,-1.2235100622520632,0,0,1,0,1.1950083996473175,-1.252011724856809
